method,alpha,serial_id,qualified,A,truth_A,error_A,B,truth_B,error_B,C,truth_C,error_C
B,0,112,True,8.008495028434876,8.0,0.008495028434875707,0.5002832714417402,0.5,0.00028327144174022933,-0.6590598958825845,-0.659,-5.9895882584481974e-05
B,0,113,True,7.008090350245278,7.0,0.008090350245278266,0.5003244780966568,0.5,0.0003244780966568106,-0.872158771310301,-0.872,-0.0001587713103009536
B,0,114,True,7.010241003755159,7.0,0.010241003755158573,0.5003202468801694,0.5,0.00032024688016940583,-0.5840998214306966,-0.584,-9.982143069664495e-05
B,0,115,True,6.005826573645226,6.0,0.005826573645226318,0.500276318706987,0.5,0.0002763187069869666,0.23332571512970512,0.234,-0.0006742848702948889
B,0,116,True,6.015998987992237,6.0,0.01599898799223709,0.5005560954769868,0.5,0.0005560954769867621,0.5622298276826833,0.562,0.00022982768268320353
B,0,117,True,7.99241643725131,8.0,-0.007583562748689765,0.4997750566343447,0.5,-0.0002249433656553168,-0.6658239060075075,-0.666,0.0001760939924925209
B,0,118,True,6.0042763885379,6.0,0.004276388537899578,0.5001507034431996,0.5,0.00015070344319956241,-0.21213971707034612,-0.212,-0.00013971707034612924
B,0,119,True,5.9959877963246635,6.0,-0.004012203675336501,0.49979338260875106,0.5,-0.00020661739124894218,-0.19061973003102614,-0.191,0.000380269968973862
B,0,120,True,5.998365912693931,6.0,-0.0016340873060691763,0.4999828671638924,0.5,-1.7132836107602856e-05,0.6667679068048081,0.667,-0.00023209319519190696
B,0,121,True,8.007662724255445,8.0,0.007662724255444786,0.500279614482671,0.5,0.00027961448267099787,-0.6531637664964957,-0.653,-0.00016376649649563202
B,0,122,True,7.006681822179387,7.0,0.006681822179387176,0.50029501545608,0.5,0.00029501545608001667,-0.8771974802000748,-0.877,-0.0001974802000748177
B,0,123,True,6.9979576088066215,7.0,-0.0020423911933784566,0.4999161755606159,0.5,-8.382443938409478e-05,-0.5584155292736087,-0.558,-0.0004155292736086613
B,0,124,True,6.0153540448919935,6.0,0.015354044891993546,0.500563461393646,0.5,0.0005634613936460475,0.1856935693133422,0.186,-0.00030643068665781037
B,0,125,True,6.002451312365965,6.0,0.002451312365964853,0.5001612798909693,0.5,0.000161279890969257,0.5734575928143693,0.574,-0.0005424071856307
B,0,126,True,8.010562290681605,8.0,0.010562290681605191,0.5003797870855691,0.5,0.00037978708556907215,-0.6940884388928003,-0.694,-8.843889280030215e-05
B,0,127,True,6.013045983161924,6.0,0.01304598316192429,0.5005386851526588,0.5,0.0005386851526587577,0.09554566310126476,0.096,-0.00045433689873523864
B,0,128,True,16.002749264283388,16.0,0.002749264283387731,0.5000395722785315,0.5,3.957227853146339e-05,-0.2850674604854585,-0.285,-6.74604854585259e-05
B,0,129,True,7.013101145399804,7.0,0.013101145399804004,0.5004449679874916,0.5,0.0004449679874916068,-0.5920038567162189,-0.592,-3.856716218941791e-06
B,0,130,True,5.998863893593212,6.0,-0.0011361064067880733,0.49997283296808687,0.5,-2.716703191313341e-05,0.266355423413338,0.267,-0.0006445765866620046
B,0,131,True,6.0150816963541285,6.0,0.015081696354128482,0.5005033212731917,0.5,0.000503321273191748,0.5600031803817447,0.56,3.180381744627425e-06
B,0,132,True,7.990981084600507,8.0,-0.009018915399493288,0.4997781220778381,0.5,-0.00022187792216188384,-0.6726033536357539,-0.673,0.00039664636424618926
B,0,133,True,6.029710313389709,6.0,0.02971031338970942,0.5013695365364638,0.5,0.0013695365364637668,-0.3929995583395429,-0.392,-0.0009995583395429053
B,0,134,True,7.000070887127224,7.0,7.088712722413959e-05,0.5000702272942616,0.5,7.022729426164886e-05,-0.5882210367894921,-0.588,-0.0002210367894921461
B,0,135,True,5.995918078432633,6.0,-0.004081921567366642,0.4997528764546744,0.5,-0.00024712354532557823,0.21543176285105836,0.215,0.00043176285105836487
B,0,136,True,5.985966526820557,6.0,-0.014033473179442701,0.49953835778550376,0.5,-0.00046164221449623843,0.5595124561519967,0.56,-0.0004875438480033134
B,0,137,True,8.013347229397883,8.0,0.013347229397883353,0.5004341996811257,0.5,0.00043419968112567986,-0.6610870865232337,-0.661,-8.708652323363708e-05
B,0,138,True,5.9974130799427465,6.0,-0.0025869200572534723,0.49991645963268155,0.5,-8.35403673184465e-05,-0.004794735316966307,-0.005,0.00020526468303369311
B,0,139,True,6.005658346319454,6.0,0.005658346319454388,0.5003032845595919,0.5,0.0003032845595919431,-0.3622178682248308,-0.362,-0.00021786822483083057
B,0,140,True,5.99934039972227,6.0,-0.0006596002777303767,0.4999557674231818,0.5,-4.423257681818171e-05,-0.36008473663168405,-0.36,-8.473663168406809e-05
B,0,141,True,7.015359716899365,7.0,0.015359716899364884,0.5006006345018823,0.5,0.0006006345018823023,-0.5899946784512704,-0.59,5.321548729564363e-06
B,0,142,True,5.993064165474084,6.0,-0.006935834525916285,0.49972224931232573,0.5,-0.0002777506876742719,0.2139449428294584,0.214,-5.505717054160586e-05
B,0,143,True,5.9950543796542455,6.0,-0.00494562034575452,0.49979025852048975,0.5,-0.00020974147951025035,0.5603591770901698,0.56,0.00035917709016974886
B,0,144,True,8.000024644297985,8.0,2.4644297985432218e-05,0.4999984048882256,0.5,-1.5951117743884247e-06,-0.6569388280410405,-0.657,6.11719589594939e-05
B,0,145,True,6.002451054371679,6.0,0.002451054371679362,0.5000839955179867,0.5,8.399551798665694e-05,-0.0321130712618274,-0.032,-0.00011307126182739935
B,0,146,True,6.006800032572639,6.0,0.006800032572638948,0.5002953441173635,0.5,0.0002953441173635385,-0.15425852538018886,-0.154,-0.00025852538018886206
B,0,147,True,6.003544996736521,6.0,0.0035449967365206447,0.5001791244759154,0.5,0.00017912447591539316,-0.3600743820992383,-0.36,-7.438209923832373e-05
B,0,148,True,6.0005322076642695,6.0,0.000532207664269535,0.5000287688445499,0.5,2.876884454994233e-05,-0.3320128236986434,-0.332,-1.2823698643360526e-05
B,0,149,True,7.0050609062934495,7.0,0.005060906293449463,0.5001929367075135,0.5,0.00019293670751352465,-0.593368357831183,-0.593,-0.00036835783118305265
B,0,150,True,6.012670955872246,6.0,0.012670955872246203,0.5005229245113534,0.5,0.0005229245113533842,0.24148226319301075,0.242,-0.0005177368069892441
B,0,151,True,6.004917398580056,6.0,0.0049173985800559095,0.5001676031077169,0.5,0.00016760310771690712,0.5569224460673813,0.557,-7.755393261876797e-05
B,0,152,True,8.000934874538743,8.0,0.0009348745387427471,0.5000678395915986,0.5,6.783959159861741e-05,-0.6630773438655452,-0.663,-7.734386554514305e-05
B,0,153,True,6.001143848939768,6.0,0.001143848939768155,0.5000367754446622,0.5,3.677544466218485e-05,-0.23511338149528074,-0.235,-0.00011338149528075658
B,0,154,True,6.000649298441251,6.0,0.0006492984412513891,0.5000334472574827,0.5,3.344725748266608e-05,0.04914852244098272,0.049,0.00014852244098272072
B,0,155,True,5.995174952069939,6.0,-0.0048250479300611104,0.4997822289917955,0.5,-0.00021777100820452588,-0.35883803451878243,-0.359,0.00016196548121755194
B,0,156,True,6.001591801786543,6.0,0.0015918017865432788,0.5000979267123963,0.5,9.792671239627904e-05,-0.36110419115044196,-0.361,-0.00010419115044196792
B,0,157,True,6.988408835050105,7.0,-0.011591164949894761,0.4994835375664686,0.5,-0.0005164624335313728,-0.5654237453074861,-0.566,0.0005762546925138778
B,0,158,True,5.988250020644681,6.0,-0.01174997935531863,0.4994827772903634,0.5,-0.0005172227096366111,0.10821255123596948,0.108,0.00021255123596948533
B,0,159,True,6.004738603634271,6.0,0.0047386036342711435,0.5001718585302487,0.5,0.000171858530248703,0.5812920522657476,0.581,0.0002920522657476887
B,0,160,True,8.004282491824954,8.0,0.004282491824953993,0.5001994088739062,0.5,0.00019940887390623718,-0.6684869569927103,-0.668,-0.0004869569927102857
B,0,161,True,6.989528945351371,7.0,-0.01047105464862863,0.49958218910051355,0.5,-0.00041781089948644823,-0.30993817737180424,-0.31,6.182262819576234e-05
B,0,162,True,5.9887700283190926,6.0,-0.011229971680907447,0.4995170826585381,0.5,-0.0004829173414618859,0.17036114244140788,0.17,0.00036114244140786345
B,0,163,True,6.001781931274741,6.0,0.0017819312747411331,0.5000673143776792,0.5,6.731437767915072e-05,0.567256649009414,0.567,0.0002566490094140228
B,0,164,True,7.998023345246131,8.0,-0.0019766547538688783,0.4999679521651073,0.5,-3.204783489269003e-05,-0.6700357764971411,-0.67,-3.577649714103792e-05
B,0,165,True,6.005547058568135,6.0,0.005547058568135199,0.5002456488400392,0.5,0.0002456488400391921,-0.19609090447836927,-0.196,-9.090447836926363e-05
B,0,166,True,5.996502446436935,6.0,-0.0034975535630650256,0.49987511183474576,0.5,-0.0001248881652542444,-0.16506536888487053,-0.165,-6.536888487052028e-05
B,0,167,True,6.009868182494589,6.0,0.009868182494589206,0.5004124464480426,0.5,0.00041244644804261377,0.020863843338619,0.021,-0.00013615666138100044
B,0,168,True,7.997039985855857,8.0,-0.0029600141441425976,0.4999260692129296,0.5,-7.393078707040868e-05,-7.732704826211639e-05,0.0,-7.732704826211639e-05
input,0.1,1,,7.014983454261828,7.0,0.014983454261828122,0.5006700895866601,0.5,0.0006700895866601497,-0.5930831725930814,-0.592,-0.0010831725930814384
input,0.1,2,,5.9911146565021225,6.0,-0.008885343497877507,0.49973866680794166,0.5,-0.00026133319205834393,0.24515494342880295,0.244,0.001154943428802957
input,0.1,3,,6.018750736346137,6.0,0.018750736346136776,0.5010547590387352,0.5,0.001054759038735198,0.5615401618309154,0.559,0.0025401618309153218
input,0.1,4,,8.000017983317747,8.0,1.7983317746939065e-05,0.4998623423840209,0.5,-0.0001376576159791143,-0.6675525948377169,-0.665,-0.0025525948377168595
input,0.1,5,,6.020044223588184,6.0,0.020044223588183918,0.5004618081522624,0.5,0.00046180815226237737,-0.27592169482640605,-0.274,-0.0019216948264060285
input,0.1,6,,6.014140818106266,6.0,0.014140818106265662,0.5002793496992273,0.5,0.0002793496992272715,0.07241739042966526,0.073,-0.0005826095703347356
input,0.1,7,,16.004920537409042,16.0,0.00492053740904197,0.5000584211641425,0.5,5.8421164142452575e-05,-0.1410880220852972,-0.141,-8.80220852972069e-05
input,0.1,8,,6.00324317981215,6.0,0.0032431798121503874,0.5001007016307941,0.5,0.00010070163079411998,-0.07018134995555728,-0.07,-0.00018134995555726952
input,0.1,9,,7.0163979412176385,7.0,0.01639794121763849,0.5004557912719491,0.5,0.00045579127194905755,-0.5917472431261869,-0.589,-0.0027472431261869046
input,0.1,10,,5.991432004078723,6.0,-0.008567995921277216,0.49971507655631664,0.5,-0.0002849234436833603,0.23614193964111108,0.235,0.0011419396411110894
input,0.1,11,,6.007855572415117,6.0,0.007855572415117251,0.5001919524017013,0.5,0.0001919524017013341,0.5600298444661562,0.559,0.0010298444661561712
input,0.1,12,,8.002095805827139,8.0,0.0020958058271389746,0.5000695910924838,0.5,6.959109248383388e-05,-0.6565552178636033,-0.656,-0.0005552178636032412
input,0.1,13,,5.992402145543509,6.0,-0.007597854456490971,0.49973767969807315,0.5,-0.00026232030192685496,-0.1558177907235096,-0.156,0.00018220927649040264
input,0.1,14,,6.008579772181128,6.0,0.008579772181128043,0.5003433251834623,0.5,0.0003433251834622508,0.006249303535987528,0.007,-0.000750696464012472
input,0.1,15,,6.004883154460864,6.0,0.00488315446086407,0.5002282548410959,0.5,0.00022825484109589844,-0.20415580891952737,-0.204,-0.0001558089195273782
input,0.1,16,,6.006806121791227,6.0,0.006806121791226971,0.5003124298826342,0.5,0.0003124298826342464,-0.20483740713516602,-0.205,0.0001625928648339714
input,0.1,17,,6.003412188510764,6.0,0.0034121885107643024,0.5001161001708639,0.5,0.00011610017086394198,-0.17748371439361021,-0.177,-0.00048371439361022395
input,0.1,18,,6.003161455030835,6.0,0.003161455030834759,0.5000337406215977,0.5,3.3740621597666554e-05,-0.17961841650639468,-0.179,-0.0006184165063946867
input,0.1,19,,6.005784928528115,6.0,0.005784928528115074,0.5001486479475465,0.5,0.00014864794754654298,-0.1817884143057506,-0.182,0.00021158569424939433
input,0.1,20,,7.002774916227775,7.0,0.002774916227775037,0.5004411766584764,0.5,0.0004411766584764276,-0.5922422527389682,-0.59,-0.0022422527389682756
input,0.1,21,,6.00191231796303,6.0,0.0019123179630300413,0.5002906388560376,0.5,0.0002906388560376394,0.23952245717827536,0.24,-0.00047754282172463025
input,0.1,22,,5.984881625455935,6.0,-0.015118374544065283,0.49987146340634914,0.5,-0.00012853659365086312,0.5630537607707612,0.558,0.00505376077076114
input,0.1,23,,7.991642808845202,8.0,-0.008357191154797938,0.4997648204881326,0.5,-0.0002351795118674116,-0.6592100995526017,-0.658,-0.0012100995526016511
input,0.1,24,,6.00271250119292,6.0,0.0027125011929198806,0.4997446284199284,0.5,-0.0002553715800716061,-0.21637781486550667,-0.215,-0.0013778148655066713
input,0.1,25,,5.996403339237467,6.0,-0.003596660762532622,0.4999592661253823,0.5,-4.0733874617726595e-05,-0.18844604434511802,-0.19,0.0015539556548819777
input,0.1,26,,5.998177579791406,6.0,-0.0018224202085939112,0.5000659013079534,0.5,6.590130795336435e-05,0.11655186642593443,0.116,0.0005518664259344247
input,0.1,27,,6.998492121508055,7.0,-0.0015078784919451138,0.4997391052449655,0.5,-0.0002608947550344909,-0.6067719196971818,-0.604,-0.002771919697181824
input,0.1,28,,5.994366702985237,6.0,-0.005633297014762562,0.49995962767229685,0.5,-4.037232770315313e-05,0.9060425462350856,0.901,0.005042546235085599
input,0.1,29,,6.999038443909977,7.0,-0.0009615560900231301,0.49997316485383286,0.5,-2.683514616713678e-05,-0.9100635519892915,-0.908,-0.0020635519892914234
input,0.1,30,,6.997063842524171,7.0,-0.002936157475828871,0.4999150005696409,0.5,-8.499943035911173e-05,-0.9077286175964042,-0.906,-0.0017286175964041917
input,0.1,31,,7.013791787974003,7.0,0.013791787974002823,0.5002289555520358,0.5,0.00022895555203583662,-0.5854998332693226,-0.584,-0.0014998332693226812
input,0.1,32,,5.985190090244748,6.0,-0.014809909755252093,0.4992870702126263,0.5,-0.0007129297873736951,0.2318167778585097,0.235,-0.0031832221414902773
input,0.1,33,,6.008587026641086,6.0,0.008587026641086126,0.500516819374485,0.5,0.0005168193744850003,0.5679129060187781,0.563,0.00491290601877814
input,0.1,34,,8.000080226487242,8.0,8.022648724193004e-05,0.499969605138637,0.5,-3.0394861363025605e-05,-0.6656972664294503,-0.663,-0.002697266429450229
input,0.1,35,,6.006368341157411,6.0,0.006368341157410917,0.49998962742125325,0.5,-1.0372578746753458e-05,-0.15139911485230276,-0.153,0.0016008851476972397
input,0.1,36,,6.00249832562085,6.0,0.0024983256208503946,0.500069499101267,0.5,6.949910126696768e-05,0.020920799160572483,0.022,-0.001079200839427516
input,0.1,37,,6.998678845834407,7.0,-0.0013211541655930858,0.5000251127893708,0.5,2.511278937078476e-05,-0.2957493317525387,-0.296,0.00025066824746128313
input,0.1,38,,5.997468598972132,6.0,-0.0025314010278680854,0.499955171585956,0.5,-4.482841404401805e-05,-0.18107762754561377,-0.182,0.0009223724543862277
input,0.1,39,,6.003989059280588,6.0,0.003989059280588236,0.5001115376491027,0.5,0.0001115376491026554,-0.012250264344253203,-0.012,-0.0002502643442532024
input,0.1,40,,6.999599753182412,7.0,-0.00040024681758765723,0.500005594413528,0.5,5.594413527987285e-06,-0.22528436443186148,-0.225,-0.0002843644318614724
input,0.1,41,,6.992896301282652,7.0,-0.007103698717347839,0.4999813251024,0.5,-1.8674897599990636e-05,-0.5679168796323183,-0.568,8.312036768165498e-05
input,0.1,42,,5.991758248235055,6.0,-0.008241751764945349,0.4994900919527605,0.5,-0.0005099080472394935,0.2451278981180185,0.246,-0.0008721018819815018
input,0.1,43,,6.030520914784274,6.0,0.03052091478427421,0.5007992968849472,0.5,0.000799296884947176,0.5694550218062292,0.57,-0.000544978193770751
input,0.1,44,,7.987184960882033,8.0,-0.01281503911796733,0.4997397982690011,0.5,-0.000260201730998888,-0.6721574523114605,-0.673,0.00084254768853953
input,0.1,45,,6.018694027213548,6.0,0.018694027213547848,0.5005321311504219,0.5,0.0005321311504219439,-0.27754199694820614,-0.276,-0.0015419969482061147
input,0.1,46,,5.992026822245847,6.0,-0.007973177754153404,0.4999689991382605,0.5,-3.100086173951633e-05,0.706876456441694,0.704,0.0028764564416939864
input,0.1,47,,8.00541426366614,8.0,0.005414263666139618,0.5001024221917544,0.5,0.00010242219175438105,-0.7723108319880831,-0.771,-0.0013108319880831276
input,0.1,48,,8.007099402144135,8.0,0.00709940214413507,0.5001078722184451,0.5,0.0001078722184451042,-0.7629380404923896,-0.761,-0.0019380404923895478
input,0.1,49,,7.016539415255735,7.0,0.016539415255735435,0.5005167940572542,0.5,0.000516794057254244,-0.5774173613034627,-0.575,-0.002417361303462706
input,0.1,50,,6.004812098828647,6.0,0.00481209882864686,0.501152667373224,0.5,0.0011526673732239479,0.23480139990595308,0.234,0.0008013999059530708
input,0.1,51,,6.0120219434368165,6.0,0.012021943436816507,0.5006394809740775,0.5,0.0006394809740775109,0.5683236692747908,0.568,0.00032366927479088314
input,0.1,52,,8.004840320144472,8.0,0.004840320144472443,0.4999848502251321,0.5,-1.5149774867884158e-05,-0.6827206838283194,-0.681,-0.0017206838283193582
input,0.1,53,,5.987480554609047,6.0,-0.012519445390952733,0.4996364390177179,0.5,-0.000363560982282074,-0.20632812027195213,-0.207,0.0006718797280478583
input,0.1,54,,6.0029672679037445,6.0,0.002967267903744464,0.500381487102936,0.5,0.00038148710293595123,-0.2233134552370602,-0.223,-0.00031345523706019507
input,0.1,55,,5.995312646979002,6.0,-0.004687353020997875,0.5001400703077873,0.5,0.0001400703077872878,0.6964611381390307,0.693,0.003461138139030706
input,0.1,56,,8.02151796449982,8.0,0.021517964499819797,0.5003822043437851,0.5,0.0003822043437851086,-0.7757316681821992,-0.772,-0.003731668182199166
input,0.1,57,,8.008651024461109,8.0,0.008651024461109103,0.5002513631826374,0.5,0.00025136318263740964,-0.7655653240974853,-0.764,-0.0015653240974853322
input,0.1,58,,7.01074858969169,7.0,0.01074858969168968,0.5005724111359536,0.5,0.0005724111359536321,-0.5864639607948946,-0.585,-0.0014639607948946365
input,0.1,59,,5.976233357182562,6.0,-0.023766642817437678,0.4994286333869888,0.5,-0.0005713666130112149,0.2396253684077846,0.238,0.0016253684077845998
input,0.1,60,,5.992213027677664,6.0,-0.007786972322335828,0.5001836481351839,0.5,0.00018364813518390033,0.5678492784755527,0.561,0.0068492784755526115
input,0.1,61,,7.991544717741476,8.0,-0.008455282258523766,0.4998217501414568,0.5,-0.0001782498585432002,-0.6542626376661337,-0.652,-0.00226263766613366
input,0.1,62,,5.999342562055407,6.0,-0.0006574379445929424,0.49989019214203334,0.5,-0.00010980785796665948,-0.2145476498958849,-0.214,-0.0005476498958849052
input,0.1,63,,6.000311078920342,6.0,0.0003110789203422115,0.5000738362819821,0.5,7.383628198209813e-05,-0.1637804481628043,-0.164,0.00021955183719571392
input,0.1,64,,5.9958007887745985,6.0,-0.004199211225401456,0.5000308111552993,0.5,3.0811155299348414e-05,-0.19013597953596206,-0.191,0.0008640204640379401
input,0.1,65,,6.001302370113633,6.0,0.001302370113632989,0.5000536439409234,0.5,5.364394092344238e-05,0.036261745381191035,0.037,-0.0007382546188089631
input,0.1,66,,6.996389046442343,7.0,-0.0036109535576569485,0.49992418475301253,0.5,-7.581524698746511e-05,-0.39739852758845357,-0.398,0.0006014724115464554
input,0.1,67,,7.00890571837519,7.0,0.008905718375189942,0.5002845824959202,0.5,0.000284582495920227,-0.5858335584577126,-0.579,-0.006833558457712607
input,0.1,68,,6.034792240570639,6.0,0.03479224057063934,0.5017682694716892,0.5,0.0017682694716891767,0.1943543736193163,0.193,0.0013543736193162847
input,0.1,69,,6.000885598586931,6.0,0.0008855985869313798,0.5000653747902271,0.5,6.537479022705739e-05,0.5678154203112241,0.567,0.0008154203112241687
input,0.1,70,,7.9992099232642815,8.0,-0.0007900767357185146,0.4997947211807296,0.5,-0.0002052788192704047,-0.6735074613269884,-0.671,-0.002507461326988314
input,0.1,71,,6.00743764143059,6.0,0.007437641430589892,0.5003371803080172,0.5,0.0003371803080172153,0.0772368487153601,0.079,-0.0017631512846398995
input,0.1,72,,7.991388003224491,8.0,-0.00861199677550939,0.49989910775253693,0.5,-0.00010089224746306913,-0.4871785880602163,-0.489,0.0018214119397836903
input,0.1,73,,7.01582143444077,7.0,0.015821434440770332,0.5006095677277261,0.5,0.0006095677277261347,-0.5736822728696098,-0.573,-0.0006822728696098679
input,0.1,74,,6.02203768104662,6.0,0.022037681046620072,0.5004078529717829,0.5,0.00040785297178291824,0.16599491890595575,0.169,-0.003005081094044265
input,0.1,75,,5.992724803933239,6.0,-0.007275196066760969,0.4997422674384807,0.5,-0.00025773256151928603,0.5688218588099397,0.565,0.003821858809939793
input,0.1,76,,7.999248951758943,8.0,-0.000751048241056651,0.49987009501611224,0.5,-0.00012990498388776306,-0.660440189914862,-0.659,-0.0014401899148619446
input,0.1,77,,6.0111454856289,6.0,0.01114548562889972,0.5003422700937067,0.5,0.00034227009370668693,0.23258819692691582,0.232,0.0005881969269158072
input,0.1,78,,7.993570124715773,8.0,-0.006429875284227116,0.49968768839088484,0.5,-0.00031231160911515676,-0.4944323055436806,-0.494,-0.00043230554368062224
input,0.1,79,,6.005774613214969,6.0,0.005774613214969193,0.5002401012531345,0.5,0.0002401012531344504,-0.4131831975008122,-0.413,-0.00018319750081224884
input,0.1,80,,7.014136777717684,7.0,0.014136777717683735,0.5000081954324955,0.5,8.19543249552801e-06,-0.5882618734715712,-0.586,-0.002261873471571252
input,0.1,81,,5.99820322496959,6.0,-0.0017967750304102026,0.5001148412072084,0.5,0.00011484120720839375,0.23492978192605032,0.235,-7.021807394966273e-05
input,0.1,82,,5.973330373712872,6.0,-0.02666962628712799,0.49946250291478883,0.5,-0.0005374970852111693,0.56313597321561,0.561,0.0021359732156099875
input,0.1,83,,8.000097594732662,8.0,9.75947326615767e-05,0.499953973262127,0.5,-4.6026737873017254e-05,-0.6624572388162333,-0.662,-0.0004572388162332741
input,0.1,84,,5.972754813539874,6.0,-0.02724518646012619,0.49963102318200475,0.5,-0.00036897681799524795,-0.1457479517265399,-0.148,0.0022520482734600944
input,0.1,85,,6.0044097538390675,6.0,0.004409753839067498,0.5002008852619608,0.5,0.0002008852619608259,-0.04487043771889595,-0.044,-0.0008704377188959514
input,0.1,86,,5.9965399641494255,6.0,-0.0034600358505745277,0.4998511183210808,0.5,-0.00014888167891918824,-0.1808070026560906,-0.182,0.0011929973439094022
input,0.1,87,,6.0075123463845035,6.0,0.007512346384503488,0.5002098818076552,0.5,0.00020988180765524334,-0.18236258998755903,-0.182,-0.00036258998755903105
input,0.1,88,,6.012497554914271,6.0,0.012497554914270737,0.5004543365886172,0.5,0.00045433658861715465,-0.33644113007892945,-0.334,-0.002441130078929432
input,0.1,89,,6.008750581802971,6.0,0.008750581802971169,0.5001861147605595,0.5,0.00018611476055951925,-0.3466544046578356,-0.345,-0.0016544046578356175
input,0.1,90,,6.000726533106456,6.0,0.0007265331064560954,0.500159119675947,0.5,0.00015911967594695042,0.40548405024301304,0.403,0.002484050243013014
input,0.1,91,,8.008571765750078,8.0,0.008571765750078342,0.5001902823577349,0.5,0.00019028235773488333,-0.569228348964314,-0.568,-0.0012283489643140078
input,0.1,92,,7.023934272085543,7.0,0.023934272085543107,0.5005299540559908,0.5,0.0005299540559907667,-0.5895621779636577,-0.589,-0.0005621779636577617
input,0.1,93,,5.987611418590984,6.0,-0.012388581409015664,0.499797480357426,0.5,-0.00020251964257400612,0.23127195634299033,0.233,-0.0017280436570096813
input,0.1,94,,5.987157004418106,6.0,-0.012842995581894279,0.4996470412914352,0.5,-0.00035295870856477674,0.5686098148651798,0.565,0.003609814865179861
input,0.1,95,,7.982664649915037,8.0,-0.017335350084962897,0.49968890482068407,0.5,-0.00031109517931593444,-0.6688297928734422,-0.669,0.00017020712655779757
input,0.1,96,,6.016687614076209,6.0,0.016687614076208668,0.5005582552937038,0.5,0.000558255293703791,-0.13232301404944263,-0.133,0.0006769859505573739
input,0.1,97,,5.99165521658943,6.0,-0.008344783410570322,0.4996539651824951,0.5,-0.0003460348175048922,-0.17549618293845598,-0.175,-0.0004961829384559913
input,0.1,98,,5.99566876548026,6.0,-0.004331234519740157,0.49993104306096775,0.5,-6.895693903224975e-05,-0.08235093272068116,-0.083,0.000649067279318849
input,0.1,99,,5.998824258739782,6.0,-0.0011757412602175776,0.5001479479541905,0.5,0.000147947954190486,0.013160366410934824,0.013,0.0001603664109348247
input,0.1,100,,6.998600958376667,7.0,-0.0013990416233333747,0.49998875001798854,0.5,-1.12499820114631e-05,-0.3097756730420133,-0.31,0.0002243269579866869
input,0.1,101,,5.9939094928642485,6.0,-0.006090507135751544,0.49977789521852073,0.5,-0.00022210478147927093,0.19545849552938843,0.195,0.0004584955293884252
input,0.1,102,,6.006959010842791,6.0,0.006959010842790825,0.5000921940967682,0.5,9.219409676819446e-05,-0.2292140955772654,-0.23,0.0007859044227346013
input,0.1,103,,6.0029582849401955,6.0,0.0029582849401954547,0.4999279091468931,0.5,-7.209085310688756e-05,-0.2699583497141641,-0.268,-0.001958349714164087
input,0.1,104,,6.008732931587156,6.0,0.008732931587156045,0.5002720218764631,0.5,0.00027202187646313547,-0.2155867758405309,-0.213,-0.0025867758405309083
input,0.1,105,,5.994818875267254,6.0,-0.005181124732746234,0.4999902353609677,0.5,-9.764639032294742e-06,-0.18726104671646895,-0.19,0.002738953283531048
input,0.1,106,,6.996902709740327,7.0,-0.003097290259672647,0.4999562448949685,0.5,-4.3755105031517694e-05,-0.5868814582740567,-0.585,-0.0018814582740567243
input,0.1,107,,6.001151570068467,6.0,0.0011515700684672225,0.4998261350518066,0.5,-0.00017386494819338072,0.24477929715895055,0.244,0.0007792971589505593
input,0.1,108,,5.9877796027558725,6.0,-0.01222039724412749,0.49948891060536216,0.5,-0.0005110893946378425,0.5621034347210113,0.561,0.001103434721011265
input,0.1,109,,8.026006173649842,8.0,0.026006173649841813,0.5004527419164941,0.5,0.0004527419164941371,-0.6659740163186895,-0.664,-0.001974016318689431
input,0.1,110,,6.0032856034098705,6.0,0.0032856034098704967,0.5001470224785174,0.5,0.00014702247851738903,-0.23670733946864633,-0.238,0.0012926605313536566
input,0.1,111,,5.995182590720808,6.0,-0.004817409279191942,0.4999338972735488,0.5,-6.610272645118931e-05,0.6724271662821245,0.673,-0.0005728337178755316
input,0.1,112,,8.01257607931241,8.0,0.012576079312410116,0.5002832714417402,0.5,0.00028327144174022933,-0.6603168428861418,-0.659,-0.0013168428861417558
input,0.1,113,,7.005289102873844,7.0,0.005289102873843987,0.5003244780966568,0.5,0.0003244780966568106,-0.8713281920745638,-0.872,0.0006718079254361964
input,0.1,114,,7.018361947616095,7.0,0.018361947616095442,0.5003202468801694,0.5,0.00032024688016940583,-0.585391336359243,-0.584,-0.001391336359243045
input,0.1,115,,5.997702968099279,6.0,-0.002297031900720725,0.500276318706987,0.5,0.0002763187069869666,0.23405813957519325,0.234,5.813957519323898e-05
input,0.1,116,,6.008859269426201,6.0,0.008859269426200633,0.5005560954769868,0.5,0.0005560954769867621,0.5631357243042237,0.562,0.0011357243042235954
input,0.1,117,,7.990399409102295,8.0,-0.00960059089770482,0.4997750566343447,0.5,-0.0002249433656553168,-0.6669479651762676,-0.666,-0.0009479651762676067
input,0.1,118,,6.006474864914098,6.0,0.006474864914098433,0.5001507034431996,0.5,0.00015070344319956241,-0.21310030125783064,-0.212,-0.0011003012578306437
input,0.1,119,,5.985342028802339,6.0,-0.014657971197660657,0.49979338260875106,0.5,-0.00020661739124894218,-0.189334088972905,-0.191,0.0016659110270950128
